"","ME9","ME5","ME12","ME2","ME4","ME6","ME11","ME10","ME1","ME13","ME7","ME3","ME8","ME0"
"KIR3DL1",-0.00111593314054131,0.173550338409088,-0.00689867909538324,0.031568243196412,0.105011695517983,-0.0890823135057733,0.086631079897959,-0.0361192554732583,-0.057932938749466,-0.0934608666384569,-0.0221213896067543,-0.0565031788971613,0.0045652816418003,0.136457681623225
"KIR3DL1 /// KIR3DL2",0.142663990118401,0.0340017801600207,0.171354559665386,0.27680760654071,0.313786518970812,-0.0661460070131846,-0.195121467458753,-0.283949879260415,-0.387605060694107,-0.254856656032748,-0.206805625910417,-0.0714144991012318,-0.202841394458907,0.441152147079346
"KIR3DL3",-0.0533727614188271,-0.0409177554210748,-0.158959710963077,-0.300552460928193,-0.181992560268999,0.126730312945906,0.135813335655639,0.155703836362536,0.216845769783443,0.0227268506176279,0.27024042163224,0.279543949222803,0.204278995168431,-0.0993560249088554
"KIR3DS1",0.0702845625399664,0.0683692383929348,0.138181614793047,0.0665875472344947,0.054010738796489,-0.0912160573403503,-0.149896294561188,-0.0782845812810929,-0.10311300766431,-0.165456324184885,-0.0151413348927463,-0.000374308769355152,-0.0006846600416044,0.164865612857878
"KIR3DX1",0.0836274878800104,0.2016486966226,0.169997279262749,0.224897133512275,0.182805761232692,0.0287336830148232,-0.12616526420213,-0.173353294785834,-0.224386074403501,-0.223081885777577,-0.163126340751439,-0.0468763648642022,-0.156581310156517,0.301611977777029
"KIRREL",0.0100216824825597,-0.0172616003992103,-0.156500832980371,-0.339629502040355,-0.285843822288957,0.102504560176173,0.00962227088433233,0.0873682433619453,0.258471624911457,0.0767795006829592,0.278795988128793,0.292518533332369,0.24621070043711,-0.115883908513837
"KISS1",-0.0061422160172237,0.0791280095206929,-0.0560629848294708,0.0243054979529683,0.0927632514786026,0.0697563572763039,-0.0902589098657286,-0.0900792889973757,-0.097537593689478,-0.0614563435115733,-0.0315992642605178,0.0272771103226888,-0.0381879232715395,0.190738221014114
"KIT",0.294642620083396,0.349225288090436,0.374092828889496,0.647539370532549,0.492575458936365,0.0526951355888965,-0.450585759884252,-0.42312132326733,-0.653530509584923,-0.506128853838463,-0.214812742425608,-0.470790943368157,-0.381494588680849,0.611175243562765
"KITLG",-0.152382252788375,0.174716082136166,0.136722793441882,0.204934426747371,0.0951447821336985,-0.105446414278274,0.00422601219007028,-0.099534081209864,-0.100495779577011,-0.0363203216317215,-0.152383941059717,-0.179910425488337,-0.15831894870897,0.0908065227058986
"KIZ",-0.077947554906841,0.0343769781921082,0.0303279710349993,-0.0955329214656674,-0.0853442526101593,0.0153176545237743,0.0670348810573067,0.100308363493441,0.128979235278363,0.0971172436379796,0.0486675816302947,0.0220930951311055,0.0575088519690343,-0.11122517915933
"KL",0.107708560700632,0.331098347929564,0.345063250826474,0.600557040736125,0.412407998945454,-0.213842958676484,-0.196419027740862,-0.258352653456241,-0.4611321919206,-0.326032366358926,-0.340422508328157,-0.425565880616618,-0.400215042212196,0.390052552945496
"KLC1",0.133654433148166,0.0676673646825097,0.0271216369661075,0.180888839007711,0.185820305049412,0.166963061064622,-0.156823224582079,-0.2710883329707,-0.27486299247655,-0.23744853932018,-0.10655740657014,-0.106116563571464,-0.135565977834321,0.259750746473448
"KLC2",-0.205627899929331,-0.208246893285378,-0.314054055747239,-0.507961387334961,-0.564731258190274,0.0430330224357339,0.313333001713533,0.256359053864569,0.621398724197607,0.39096585975315,0.272021511776299,0.298079835434106,0.332246626354686,-0.587423511663754
"KLF1",0.250356967210292,0.0558511406293602,-0.00290533160119551,0.0267978144532498,0.144125346731832,0.148796562958119,-0.156809054018076,-0.1143568370578,-0.147293733676091,-0.0376047619170383,-0.0567092679847566,0.107232444691034,-0.0423076687694187,0.216568428370519
"KLF10",-0.0022672400793077,-0.205666061487217,-0.287437405133748,-0.549329369352832,-0.453370093622133,-0.0469385523298485,0.388001926011832,0.48671621837141,0.592046862805445,0.513209851223719,0.281996469333375,0.345225655970311,0.32328813905546,-0.603310790070863
"KLF11",0.0707155737836317,0.0987561239693148,0.118670560225749,-0.0354877661697611,-0.231825353883058,-0.0815089264729404,0.0829187866349323,0.111136701265617,0.196268168507051,0.127873086460876,0.193442964672469,0.0378013862506929,0.106433566415413,-0.184592243583113
"KLF12",-0.115615200117402,-0.0137771090591954,-0.101747224813634,-0.0934320854884373,-0.148206899794828,0.176396921729844,0.102960138364649,0.0890118848831964,0.0914147764046504,-0.104967987353689,0.0687761606673178,0.016209111559687,0.0850203090285012,-0.056621449657453
"KLF13",-0.123828849425449,-0.112332189015941,-0.145151759184756,-0.357369962232262,-0.395308627826203,0.0319707226850786,0.100330158554708,0.211674004881388,0.307231708775993,0.174642089226299,0.278238088855266,0.228976594863635,0.169908235191086,-0.299680732261058
"KLF15",0.0224910501652551,0.178066215363148,0.262487996077404,0.476932511414154,0.312630308165674,-0.214858157322932,-0.140909435684313,-0.178060355975993,-0.341460569053968,-0.267155659945311,-0.278532856423326,-0.365762419170062,-0.289842835007658,0.342490796528444
"KLF2",0.760668064419164,0.345127736764748,0.293141456122707,0.510796959243077,0.432142569117602,0.174947033428086,-0.421146462611,-0.509129973064237,-0.63697067255929,-0.443439298730026,-0.219980447064028,-0.278615015359033,-0.424225372749828,0.639050945082998
"KLF3",0.485513796477909,0.165429175245629,0.163684474957812,0.315427001730533,0.317858517070193,0.00592445419212598,-0.220784814892654,-0.257675756602084,-0.506077321333244,-0.354145825886364,-0.169437277347162,-0.131142857802463,-0.337994053880628,0.482826761443818
"KLF3-AS1",0.232538855472973,0.130785702410831,0.238667292240251,0.525590269512133,0.449226582024443,-0.101683119063182,-0.168610630285153,-0.300284392332951,-0.531162233915008,-0.322122577181106,-0.269170697182804,-0.384235293981879,-0.326663555354322,0.476309967554025
"KLF4",0.688975752239303,0.301238881902166,0.287189007860827,0.517527408985237,0.48702576182019,0.129844411331645,-0.477422603524321,-0.547596161049602,-0.760707839673704,-0.551670346406628,-0.240006267586866,-0.32438980944146,-0.512079008757118,0.750828690452036
"KLF5",0.250467574319557,0.285081262497084,0.272785769540955,0.448953882574496,0.474370135651019,-0.0993616350688786,-0.224849498610936,-0.243029361512282,-0.562605953206273,-0.446253324294253,-0.282639184201192,-0.377909806836897,-0.385965118569626,0.49886021707658
"KLF6",0.721493292462514,0.241388423421728,0.227266720174771,0.427861243850363,0.481679438534918,0.0815733414996749,-0.449775694337639,-0.476753261823597,-0.689475045490219,-0.531979457310148,-0.300885509992285,-0.212727297609494,-0.483843606850896,0.669361128657089
"KLF7",-0.212521051676428,-0.171708826658122,-0.203552193358682,-0.534150832655331,-0.526667277061692,0.0369213200627861,0.386972832118672,0.393172109108034,0.665513954255904,0.484144448310635,0.359446001656039,0.424755030878975,0.441660904093873,-0.618116224274316
"KLF8",0.202642839147356,0.237805536902802,0.321333774937249,0.689023053837781,0.681468481084067,-0.117174539336313,-0.345960778075114,-0.449783237222236,-0.796482442693299,-0.551106111459762,-0.518308612613056,-0.521845355891661,-0.560460383137419,0.712025125766475
"KLF9",0.433869270205456,0.237084866364464,0.266303988781164,0.605198542366384,0.482316645668803,-0.00367594063165669,-0.401261716362641,-0.477359666303347,-0.650840567653483,-0.419600617848534,-0.271631691656442,-0.319646339732658,-0.450478047037482,0.601234543531603
"KLHDC10",0.0162615732490462,0.239056622076601,0.160761529976248,0.232773256887487,0.232939007911436,-0.0848902706823021,-0.330021258085533,-0.170484011734764,-0.387768528193167,-0.36173544513939,-0.19724265771157,-0.183721781105893,-0.265699084919311,0.355042235387314
"KLHDC2",-0.105890273719552,0.125821005495889,0.0975380948667622,0.231012751548559,0.197337642245806,-0.0578682933862912,0.08784628803163,-0.0863361212350514,-0.178632517059047,-0.0664742839425576,-0.00478941040106357,-0.190146476170969,-0.0892463725014572,0.118966023778126
"KLHDC3",-0.193721232972451,-0.116161214417338,-0.158634194447204,-0.236454792248506,-0.203372380861285,-0.0110457879720453,0.057693152616972,0.1379706703596,0.246438906426458,0.174291648226246,0.0600976279638771,0.123060798191416,0.292660175515277,-0.225947457304622
"KLHDC4",0.148710782933973,0.0410758771065549,-0.154263611087746,-0.134081833524628,-0.000876182030873932,0.288862646928203,-0.0787492997253526,-0.0923322841769438,0.0397698652942828,0.0705418099915938,0.11559027192285,0.132783735980116,-0.0532178999475355,-5.20323650360312e-06
